doc_id,filename,format,word_count_target,sit_ids,labels,instances,confidences,tcs,actual_file_path,actual_word_count,docx_path,pdf_path,eml_path,attachments,postprocessed_at
674,doc_00674_email_with_attachment.txt,email_with_attachment,1467,SIT_PROJECT_DOCS_TC,TP,17,High,Project,output/files\doc_00674_email_with_attachment.txt,1483.0,output\files\doc_00674_email_with_attachment.docx,output\files\doc_00674_email_with_attachment.pdf,output\files\doc_00674_email_with_attachment.eml,output\files\doc_00674_email_with_attachment_attachment.xlsx,2025-11-03T11:28:40.881445Z
675,doc_00675_document.txt,document,1118,SIT_BANK_STATEMENT_TC;SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC;SIT_SOW_TC;SIT_CCN;SIT_SSN,TP;FP;FP;TP;FP;TP,1;1;5;5;3;9,Low;Low;Medium;Medium;Medium;High,Tax;HR;Finance;Project,output/files\doc_00675_document.txt,1124.0,output\files\doc_00675_document.docx,output\files\doc_00675_document.pdf,,,2025-11-03T11:28:40.929211Z
676,doc_00676_chat.txt,chat,567,SIT_ITIN,TP,1,Low,Tax,output/files\doc_00676_chat.txt,584.0,output\files\doc_00676_chat.docx,output\files\doc_00676_chat.pdf,,,2025-11-03T11:28:40.974732Z
677,doc_00677_document.txt,document,1555,SIT_PASSPORT_US_UK;SIT_BANK_US;SIT_DRIVER_US;SIT_ABA;SIT_DEA,FP;FP;TP;TP;FP,7;1;3;1;1,Medium;Low;Medium;Low;Low,Finance;HR;Travel;Healthcare,output/files\doc_00677_document.txt,1560.0,output\files\doc_00677_document.docx,output\files\doc_00677_document.pdf,,,2025-11-03T11:28:41.036237Z
678,doc_00678_email_with_attachment.txt,email_with_attachment,3076,SIT_EU_DEBIT;SIT_ICD10;SIT_ICD9;SIT_SWIFT;SIT_CAN_SIN,TP;FP;TP;TP;FP,1;1;1;1;1,Low;Low;Low;Low;Low,Tax;HR;Finance;Healthcare,output/files\doc_00678_email_with_attachment.txt,3106.0,output\files\doc_00678_email_with_attachment.docx,output\files\doc_00678_email_with_attachment.pdf,output\files\doc_00678_email_with_attachment.eml,output\files\doc_00678_email_with_attachment_attachment.xlsx,2025-11-03T11:28:41.144869Z
679,doc_00679_email_with_attachment.txt,email_with_attachment,773,SIT_CAN_BANK;SIT_AUS_TFN;SIT_CAN_PHIN,TP;TP;FP,1;3;1,Low;Medium;Low,Tax;Finance;Healthcare,output/files\doc_00679_email_with_attachment.txt,773.0,output\files\doc_00679_email_with_attachment.docx,output\files\doc_00679_email_with_attachment.pdf,output\files\doc_00679_email_with_attachment.eml,output\files\doc_00679_email_with_attachment_attachment.xlsx,2025-11-03T11:28:41.231346Z
680,doc_00680_email.txt,email,586,SIT_CAN_DRIVER;SIT_CAN_HEALTH;SIT_AUS_DRIVER;SIT_AUS_PASSPORT;SIT_AUS_BANK;SIT_AZURE_SAS;SIT_CAN_PASSPORT;SIT_AUS_MEDACC;SIT_IBAN,FP;FP;TP;FP;TP;TP;TP;TP;FP,1;7;4;1;14;8;1;1;13,Low;Medium;Medium;Low;High;High;Low;Low;Medium,Finance;HR;Travel;Healthcare;IP,output/files\doc_00680_email.txt,612.0,output\files\doc_00680_email.docx,output\files\doc_00680_email.pdf,output\files\doc_00680_email.eml,,2025-11-03T11:28:41.277639Z
681,doc_00681_document.txt,document,3937,SIT_BR_CPF;SIT_BR_RG;SIT_UK_NINO,FP;FP;TP,1;5;5,Low;Medium;Medium,Tax;HR,output/files\doc_00681_document.txt,3942.0,output\files\doc_00681_document.docx,output\files\doc_00681_document.pdf,,,2025-11-03T11:28:41.350289Z
682,doc_00682_email_with_attachment.txt,email_with_attachment,672,SIT_FR_INSEE;SIT_IP;SIT_HEALTHCARE_TC;SIT_HEALTH_FORMS;SIT_TAX_TC,TP;FP;TP;TP;FP,1;1;4;10;1,Low;Low;Medium;High;Low,IP;HR;Tax;Healthcare,output/files\doc_00682_email_with_attachment.txt,676.0,output\files\doc_00682_email_with_attachment.docx,output\files\doc_00682_email_with_attachment.pdf,output\files\doc_00682_email_with_attachment.eml,output\files\doc_00682_email_with_attachment_attachment.xlsx,2025-11-03T11:28:41.440142Z
683,doc_00683_email_with_attachment.txt,email_with_attachment,445,SIT_HR_TC;SIT_INVOICE_TC;SIT_EMP_INSURANCE_TC;SIT_LEGAL_TC;SIT_AGREEMENTS_TC;SIT_DISCIPLINARY_TC;SIT_FINANCE_TC;SIT_SOURCE_CODE_TC,TP;TP;TP;FP;FP;TP;TP;TP,10;1;1;1;6;4;10;19,High;Low;Low;Low;Medium;Medium;High;High,IP;Legal;HR;Finance,output/files\doc_00683_email_with_attachment.txt,445.0,output\files\doc_00683_email_with_attachment.docx,output\files\doc_00683_email_with_attachment.pdf,output\files\doc_00683_email_with_attachment.eml,output\files\doc_00683_email_with_attachment_attachment.xlsx,2025-11-03T11:28:41.523229Z
684,doc_00684_pdf.txt,pdf,1420,SIT_BUDGET_TC;SIT_IP_TC;SIT_MA_TC;SIT_SOFTWARE_DEV_TC;SIT_PROJECT_DOCS_TC,TP;TP;TP;FP;TP,1;1;1;3;3,Low;Low;Low;Medium;Medium,Finance;Legal;Project;Software;IP,output/files\doc_00684_pdf.txt,1443.0,output\files\doc_00684_pdf.docx,output\files\doc_00684_pdf.pdf,,,2025-11-03T11:28:41.573208Z
685,doc_00685_chat.txt,chat,745,SIT_BANK_STATEMENT_TC;SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC,TP;TP;TP,8;4;10,High;Medium;High,HR;Finance,output/files\doc_00685_chat.txt,754.0,output\files\doc_00685_chat.docx,output\files\doc_00685_chat.pdf,,,2025-11-03T11:28:41.618211Z
686,doc_00686_pdf.txt,pdf,990,SIT_SOW_TC;SIT_CCN;SIT_SSN;SIT_ITIN;SIT_PASSPORT_US_UK,TP;TP;TP;TP;FP,4;7;1;4;1,Medium;High;Low;Medium;Low,Finance;HR;Travel;Project;Tax,output/files\doc_00686_pdf.txt,995.0,output\files\doc_00686_pdf.docx,output\files\doc_00686_pdf.pdf,,,2025-11-03T11:28:41.666209Z
687,doc_00687_document.txt,document,1630,SIT_BANK_US,TP,5,Medium,Finance,output/files\doc_00687_document.txt,1633.0,output\files\doc_00687_document.docx,output\files\doc_00687_document.pdf,,,2025-11-03T11:28:41.718209Z
688,doc_00688_pdf.txt,pdf,1701,SIT_DRIVER_US;SIT_ABA;SIT_DEA,TP;TP;TP,11;1;3,High;Low;Medium,HR;Finance;Healthcare,output/files\doc_00688_pdf.txt,1706.0,output\files\doc_00688_pdf.docx,output\files\doc_00688_pdf.pdf,,,2025-11-03T11:28:41.771217Z
689,doc_00689_pdf.txt,pdf,693,SIT_EU_DEBIT;SIT_ICD10;SIT_ICD9;SIT_SWIFT;SIT_CAN_SIN;SIT_CAN_BANK;SIT_AUS_TFN,TP;TP;FP;TP;FP;FP;FP,1;7;7;8;1;1;10,Low;High;Medium;High;Low;Low;Medium,Tax;HR;Finance;Healthcare,output/files\doc_00689_pdf.txt,714.0,output\files\doc_00689_pdf.docx,output\files\doc_00689_pdf.pdf,,,2025-11-03T11:28:41.831662Z
690,doc_00690_email_with_attachment.txt,email_with_attachment,1148,SIT_CAN_PHIN;SIT_CAN_DRIVER;SIT_CAN_HEALTH;SIT_AUS_DRIVER,TP;TP;TP;FP,1;13;3;5,Low;High;Medium;Medium,HR;Healthcare,output/files\doc_00690_email_with_attachment.txt,1150.0,output\files\doc_00690_email_with_attachment.docx,output\files\doc_00690_email_with_attachment.pdf,output\files\doc_00690_email_with_attachment.eml,output\files\doc_00690_email_with_attachment_attachment.xlsx,2025-11-03T11:28:41.930270Z
691,doc_00691_chat.txt,chat,552,SIT_AUS_PASSPORT,TP,1,Low,Travel,output/files\doc_00691_chat.txt,569.0,output\files\doc_00691_chat.docx,output\files\doc_00691_chat.pdf,,,2025-11-03T11:28:41.972255Z
692,doc_00692_document.txt,document,1416,SIT_AUS_BANK,TP,17,High,Finance,output/files\doc_00692_document.txt,1451.0,output\files\doc_00692_document.docx,output\files\doc_00692_document.pdf,,,2025-11-03T11:28:42.022252Z
693,doc_00693_email.txt,email,983,SIT_AZURE_SAS,TP,4,Medium,IP,output/files\doc_00693_email.txt,995.0,output\files\doc_00693_email.docx,output\files\doc_00693_email.pdf,output\files\doc_00693_email.eml,,2025-11-03T11:28:42.071256Z
694,doc_00694_document.txt,document,834,SIT_CAN_PASSPORT;SIT_AUS_MEDACC;SIT_IBAN;SIT_BR_CPF;SIT_BR_RG;SIT_UK_NINO;SIT_FR_INSEE,TP;TP;TP;FP;TP;FP;TP,1;1;5;8;10;5;3,Low;Low;Medium;Medium;High;Medium;Medium,Finance;HR;Travel;Healthcare;Tax,output/files\doc_00694_document.txt,854.0,output\files\doc_00694_document.docx,output\files\doc_00694_document.pdf,,,2025-11-03T11:28:42.116248Z
695,doc_00695_email_with_attachment.txt,email_with_attachment,956,SIT_IP,FP,14,Medium,IP,output/files\doc_00695_email_with_attachment.txt,966.0,output\files\doc_00695_email_with_attachment.docx,output\files\doc_00695_email_with_attachment.pdf,output\files\doc_00695_email_with_attachment.eml,output\files\doc_00695_email_with_attachment_attachment.xlsx,2025-11-03T11:28:42.211895Z
696,doc_00696_email.txt,email,3417,SIT_HEALTHCARE_TC,FP,1,Low,Healthcare,output/files\doc_00696_email.txt,3438.0,output\files\doc_00696_email.docx,output\files\doc_00696_email.pdf,output\files\doc_00696_email.eml,,2025-11-03T11:28:42.282896Z
697,doc_00697_chat.txt,chat,3795,SIT_HEALTH_FORMS;SIT_TAX_TC,TP;FP,1;1,Low;Low,Tax;Healthcare,output/files\doc_00697_chat.txt,3802.0,output\files\doc_00697_chat.docx,output\files\doc_00697_chat.pdf,,,2025-11-03T11:28:42.354893Z
698,doc_00698_email_with_attachment.txt,email_with_attachment,688,SIT_HR_TC;SIT_INVOICE_TC;SIT_EMP_INSURANCE_TC;SIT_LEGAL_TC;SIT_AGREEMENTS_TC;SIT_DISCIPLINARY_TC;SIT_FINANCE_TC;SIT_SOURCE_CODE_TC;SIT_BUDGET_TC,TP;TP;FP;TP;TP;TP;FP;TP;FP,9;5;1;15;5;9;6;9;5,High;Medium;Low;High;Medium;High;Medium;High;Medium,IP;Legal;HR;Finance,output/files\doc_00698_email_with_attachment.txt,689.0,output\files\doc_00698_email_with_attachment.docx,output\files\doc_00698_email_with_attachment.pdf,output\files\doc_00698_email_with_attachment.eml,output\files\doc_00698_email_with_attachment_attachment.xlsx,2025-11-03T11:28:42.444898Z
699,doc_00699_email.txt,email,1224,SIT_IP_TC,TP,5,Medium,IP,output/files\doc_00699_email.txt,1238.0,output\files\doc_00699_email.docx,output\files\doc_00699_email.pdf,output\files\doc_00699_email.eml,,2025-11-03T11:28:42.494898Z
700,doc_00700_email_with_attachment.txt,email_with_attachment,621,SIT_MA_TC,FP,1,Low,Legal;Finance,output/files\doc_00700_email_with_attachment.txt,631.0,output\files\doc_00700_email_with_attachment.docx,output\files\doc_00700_email_with_attachment.pdf,output\files\doc_00700_email_with_attachment.eml,output\files\doc_00700_email_with_attachment_attachment.xlsx,2025-11-03T11:28:42.579050Z
701,doc_00701_chat.txt,chat,1464,SIT_SOFTWARE_DEV_TC,FP,1,Low,IP;Software,output/files\doc_00701_chat.txt,1481.0,output\files\doc_00701_chat.docx,output\files\doc_00701_chat.pdf,,,2025-11-03T11:28:42.630045Z
702,doc_00702_document.txt,document,1023,SIT_PROJECT_DOCS_TC;SIT_BANK_STATEMENT_TC;SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC;SIT_SOW_TC;SIT_CCN;SIT_SSN;SIT_ITIN;SIT_PASSPORT_US_UK,FP;FP;FP;TP;TP;TP;FP;FP;FP,1;14;1;4;19;1;1;3;1,Low;Medium;Low;Medium;High;Low;Low;Medium;Low,Finance;HR;Travel;Project;Tax,output/files\doc_00702_document.txt,1030.0,output\files\doc_00702_document.docx,output\files\doc_00702_document.pdf,,,2025-11-03T11:28:42.679045Z
703,doc_00703_document.txt,document,685,SIT_BANK_US;SIT_DRIVER_US;SIT_ABA;SIT_DEA;SIT_EU_DEBIT;SIT_ICD10;SIT_ICD9,FP;TP;FP;TP;FP;TP;FP,5;5;7;1;9;1;4,Medium;Medium;Medium;Low;Medium;Low;Medium,HR;Finance;Healthcare,output/files\doc_00703_document.txt,694.0,output\files\doc_00703_document.docx,output\files\doc_00703_document.pdf,,,2025-11-03T11:28:42.724048Z
704,doc_00704_pdf.txt,pdf,1246,SIT_SWIFT,FP,1,Low,Finance,output/files\doc_00704_pdf.txt,1256.0,output\files\doc_00704_pdf.docx,output\files\doc_00704_pdf.pdf,,,2025-11-03T11:28:42.776045Z
705,doc_00705_chat.txt,chat,862,SIT_CAN_SIN;SIT_CAN_BANK;SIT_AUS_TFN;SIT_CAN_PHIN,TP;FP;TP;FP,9;1;4;12,High;Low;Medium;Medium,Tax;HR;Finance;Healthcare,output/files\doc_00705_chat.txt,889.0,output\files\doc_00705_chat.docx,output\files\doc_00705_chat.pdf,,,2025-11-03T11:28:42.822045Z
706,doc_00706_email.txt,email,2521,SIT_CAN_DRIVER;SIT_CAN_HEALTH;SIT_AUS_DRIVER;SIT_AUS_PASSPORT;SIT_AUS_BANK,TP;TP;TP;TP;FP,1;6;8;3;1,Low;High;High;Medium;Low,Finance;HR;Travel;Healthcare,output/files\doc_00706_email.txt,2524.0,output\files\doc_00706_email.docx,output\files\doc_00706_email.pdf,output\files\doc_00706_email.eml,,2025-11-03T11:28:42.899049Z
707,doc_00707_document.txt,document,521,SIT_AZURE_SAS;SIT_CAN_PASSPORT;SIT_AUS_MEDACC;SIT_IBAN,TP;FP;TP;TP,5;8;1;5,Medium;Medium;Low;Medium,Finance;IP;Travel;Healthcare,output/files\doc_00707_document.txt,542.0,output\files\doc_00707_document.docx,output\files\doc_00707_document.pdf,,,2025-11-03T11:28:42.942046Z
708,doc_00708_email.txt,email,1434,SIT_BR_CPF,TP,4,Medium,Tax;HR,output/files\doc_00708_email.txt,1454.0,output\files\doc_00708_email.docx,output\files\doc_00708_email.pdf,output\files\doc_00708_email.eml,,2025-11-03T11:28:42.995049Z
709,doc_00709_chat.txt,chat,1225,SIT_BR_RG,TP,1,Low,HR,output/files\doc_00709_chat.txt,1225.0,output\files\doc_00709_chat.docx,output\files\doc_00709_chat.pdf,,,2025-11-03T11:28:43.043049Z
710,doc_00710_pdf.txt,pdf,842,SIT_UK_NINO;SIT_FR_INSEE;SIT_IP;SIT_HEALTHCARE_TC;SIT_HEALTH_FORMS;SIT_TAX_TC,FP;TP;TP;TP;TP;FP,1;1;16;1;12;3,Low;Low;High;Low;High;Medium,IP;Tax;HR;Healthcare,output/files\doc_00710_pdf.txt,862.0,output\files\doc_00710_pdf.docx,output\files\doc_00710_pdf.pdf,,,2025-11-03T11:28:43.090046Z
711,doc_00711_email_with_attachment.txt,email_with_attachment,793,SIT_HR_TC,TP,8,High,HR,output/files\doc_00711_email_with_attachment.txt,795.0,output\files\doc_00711_email_with_attachment.docx,output\files\doc_00711_email_with_attachment.pdf,output\files\doc_00711_email_with_attachment.eml,output\files\doc_00711_email_with_attachment_attachment.xlsx,2025-11-03T11:28:43.187048Z
712,doc_00712_document.txt,document,763,SIT_INVOICE_TC;SIT_EMP_INSURANCE_TC;SIT_LEGAL_TC;SIT_AGREEMENTS_TC;SIT_DISCIPLINARY_TC,FP;FP;FP;FP;TP,4;6;7;1;4,Medium;Medium;Medium;Low;Medium,Legal;HR;Finance,output/files\doc_00712_document.txt,771.0,output\files\doc_00712_document.docx,output\files\doc_00712_document.pdf,,,2025-11-03T11:28:43.233056Z
713,doc_00713_email_with_attachment.txt,email_with_attachment,2764,SIT_FINANCE_TC;SIT_SOURCE_CODE_TC;SIT_BUDGET_TC,TP;TP;TP,1;8;5,Low;High;Medium,IP;Finance,output/files\doc_00713_email_with_attachment.txt,2772.0,output\files\doc_00713_email_with_attachment.docx,output\files\doc_00713_email_with_attachment.pdf,output\files\doc_00713_email_with_attachment.eml,output\files\doc_00713_email_with_attachment_attachment.xlsx,2025-11-03T11:28:43.339763Z
714,doc_00714_document.txt,document,1009,SIT_IP_TC,FP,17,Medium,IP,output/files\doc_00714_document.txt,1028.0,output\files\doc_00714_document.docx,output\files\doc_00714_document.pdf,,,2025-11-03T11:28:43.386163Z
715,doc_00715_email_with_attachment.txt,email_with_attachment,1263,SIT_MA_TC;SIT_SOFTWARE_DEV_TC,TP;FP,4;7,Medium;Medium,Legal;IP;Finance;Software,output/files\doc_00715_email_with_attachment.txt,1275.0,output\files\doc_00715_email_with_attachment.docx,output\files\doc_00715_email_with_attachment.pdf,output\files\doc_00715_email_with_attachment.eml,output\files\doc_00715_email_with_attachment_attachment.xlsx,2025-11-03T11:28:43.477371Z
716,doc_00716_document.txt,document,1480,SIT_PROJECT_DOCS_TC,FP,1,Low,Project,output/files\doc_00716_document.txt,1488.0,output\files\doc_00716_document.docx,output\files\doc_00716_document.pdf,,,2025-11-03T11:28:43.528158Z
717,doc_00717_chat.txt,chat,1218,SIT_BANK_STATEMENT_TC;SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC;SIT_SOW_TC;SIT_CCN;SIT_SSN;SIT_ITIN,FP;TP;FP;TP;FP;FP;FP,3;1;17;6;1;1;4,Medium;Low;Medium;High;Low;Low;Medium,Tax;HR;Finance;Project,output/files\doc_00717_chat.txt,1224.0,output\files\doc_00717_chat.docx,output\files\doc_00717_chat.pdf,,,2025-11-03T11:28:43.576603Z
718,doc_00718_email.txt,email,643,SIT_PASSPORT_US_UK;SIT_BANK_US;SIT_DRIVER_US;SIT_ABA,TP;TP;TP;FP,3;3;1;3,Medium;Medium;Low;Medium,Finance;HR;Travel,output/files\doc_00718_email.txt,659.0,output\files\doc_00718_email.docx,output\files\doc_00718_email.pdf,output\files\doc_00718_email.eml,,2025-11-03T11:28:43.625996Z
719,doc_00719_email_with_attachment.txt,email_with_attachment,3084,SIT_DEA;SIT_EU_DEBIT;SIT_ICD10;SIT_ICD9;SIT_SWIFT,TP;FP;TP;FP;FP,9;4;1;3;1,High;Medium;Low;Medium;Low,Finance;Healthcare,output/files\doc_00719_email_with_attachment.txt,3093.0,output\files\doc_00719_email_with_attachment.docx,output\files\doc_00719_email_with_attachment.pdf,output\files\doc_00719_email_with_attachment.eml,output\files\doc_00719_email_with_attachment_attachment.xlsx,2025-11-03T11:28:43.744703Z
720,doc_00720_pdf.txt,pdf,1940,SIT_CAN_SIN;SIT_CAN_BANK;SIT_AUS_TFN,FP;TP;FP,5;15;3,Medium;High;Medium,Tax;HR;Finance,output/files\doc_00720_pdf.txt,1956.0,output\files\doc_00720_pdf.docx,output\files\doc_00720_pdf.pdf,,,2025-11-03T11:28:43.798889Z
721,doc_00721_email_with_attachment.txt,email_with_attachment,579,SIT_CAN_PHIN,TP,10,High,Healthcare,output/files\doc_00721_email_with_attachment.txt,586.0,output\files\doc_00721_email_with_attachment.docx,output\files\doc_00721_email_with_attachment.pdf,output\files\doc_00721_email_with_attachment.eml,output\files\doc_00721_email_with_attachment_attachment.xlsx,2025-11-03T11:28:43.877135Z
722,doc_00722_pdf.txt,pdf,1297,SIT_CAN_DRIVER;SIT_CAN_HEALTH;SIT_AUS_DRIVER,FP;FP;TP,1;3;1,Low;Medium;Low,HR;Healthcare,output/files\doc_00722_pdf.txt,1299.0,output\files\doc_00722_pdf.docx,output\files\doc_00722_pdf.pdf,,,2025-11-03T11:28:43.927931Z
723,doc_00723_document.txt,document,511,SIT_AUS_PASSPORT,TP,3,Medium,Travel,output/files\doc_00723_document.txt,516.0,output\files\doc_00723_document.docx,output\files\doc_00723_document.pdf,,,2025-11-03T11:28:43.970794Z
724,doc_00724_document.txt,document,1500,SIT_AUS_BANK,TP,14,High,Finance,output/files\doc_00724_document.txt,1519.0,output\files\doc_00724_document.docx,output\files\doc_00724_document.pdf,,,2025-11-03T11:28:44.023305Z
725,doc_00725_email_with_attachment.txt,email_with_attachment,699,SIT_AZURE_SAS;SIT_CAN_PASSPORT;SIT_AUS_MEDACC,TP;FP;TP,1;1;1,Low;Low;Low,IP;Travel;Healthcare,output/files\doc_00725_email_with_attachment.txt,725.0,output\files\doc_00725_email_with_attachment.docx,output\files\doc_00725_email_with_attachment.pdf,output\files\doc_00725_email_with_attachment.eml,output\files\doc_00725_email_with_attachment_attachment.xlsx,2025-11-03T11:28:44.117646Z
726,doc_00726_document.txt,document,1198,SIT_IBAN;SIT_BR_CPF;SIT_BR_RG;SIT_UK_NINO;SIT_FR_INSEE;SIT_IP,TP;FP;FP;FP;FP;FP,1;1;5;1;5;1,Low;Low;Medium;Low;Medium;Low,Finance;HR;Healthcare;Tax;IP,output/files\doc_00726_document.txt,1207.0,output\files\doc_00726_document.docx,output\files\doc_00726_document.pdf,,,2025-11-03T11:28:44.165334Z
727,doc_00727_pdf.txt,pdf,3607,SIT_HEALTHCARE_TC,FP,14,Medium,Healthcare,output/files\doc_00727_pdf.txt,3616.0,output\files\doc_00727_pdf.docx,output\files\doc_00727_pdf.pdf,,,2025-11-03T11:28:44.234686Z
728,doc_00728_chat.txt,chat,1229,SIT_HEALTH_FORMS;SIT_TAX_TC;SIT_HR_TC;SIT_INVOICE_TC,FP;FP;TP;TP,5;4;1;4,Medium;Medium;Low;Medium,HR;Tax;Finance;Healthcare,output/files\doc_00728_chat.txt,1241.0,output\files\doc_00728_chat.docx,output\files\doc_00728_chat.pdf,,,2025-11-03T11:28:44.283083Z
729,doc_00729_pdf.txt,pdf,1009,SIT_EMP_INSURANCE_TC,FP,3,Medium,HR;Finance,output/files\doc_00729_pdf.txt,1015.0,output\files\doc_00729_pdf.docx,output\files\doc_00729_pdf.pdf,,,2025-11-03T11:28:44.329633Z
730,doc_00730_email.txt,email,872,SIT_LEGAL_TC;SIT_AGREEMENTS_TC;SIT_DISCIPLINARY_TC;SIT_FINANCE_TC,FP;FP;TP;FP,1;6;3;1,Low;Medium;Medium;Low,Legal;HR;Finance,output/files\doc_00730_email.txt,893.0,output\files\doc_00730_email.docx,output\files\doc_00730_email.pdf,output\files\doc_00730_email.eml,,2025-11-03T11:28:44.390268Z
731,doc_00731_document.txt,document,1348,SIT_SOURCE_CODE_TC,TP,8,High,IP,output/files\doc_00731_document.txt,1354.0,output\files\doc_00731_document.docx,output\files\doc_00731_document.pdf,,,2025-11-03T11:28:44.441163Z
732,doc_00732_pdf.txt,pdf,1830,SIT_BUDGET_TC;SIT_IP_TC;SIT_MA_TC;SIT_SOFTWARE_DEV_TC,FP;TP;TP;TP,18;9;5;5,Medium;High;Medium;Medium,IP;Legal;Finance;Software,output/files\doc_00732_pdf.txt,1850.0,output\files\doc_00732_pdf.docx,output\files\doc_00732_pdf.pdf,,,2025-11-03T11:28:44.497065Z
733,doc_00733_email.txt,email,979,SIT_PROJECT_DOCS_TC;SIT_BANK_STATEMENT_TC;SIT_LOAN_AGREEMENTS_TC;SIT_WIRE_TRANSFER_TC;SIT_SOW_TC;SIT_CCN,TP;FP;FP;TP;TP;TP,6;5;5;8;3;6,High;Medium;Medium;High;Medium;High,HR;Finance;Project,output/files\doc_00733_email.txt,990.0,output\files\doc_00733_email.docx,output\files\doc_00733_email.pdf,output\files\doc_00733_email.eml,,2025-11-03T11:28:44.545733Z
734,doc_00734_email_with_attachment.txt,email_with_attachment,1174,SIT_SSN;SIT_ITIN;SIT_PASSPORT_US_UK;SIT_BANK_US;SIT_DRIVER_US;SIT_ABA;SIT_DEA;SIT_EU_DEBIT;SIT_ICD10;SIT_ICD9,TP;TP;FP;TP;FP;FP;TP;TP;FP;TP,1;17;1;1;5;1;4;1;17;9,Low;High;Low;Low;Medium;Low;Medium;Low;Medium;High,Finance;HR;Travel;Healthcare;Tax,output/files\doc_00734_email_with_attachment.txt,1185.0,output\files\doc_00734_email_with_attachment.docx,output\files\doc_00734_email_with_attachment.pdf,output\files\doc_00734_email_with_attachment.eml,output\files\doc_00734_email_with_attachment_attachment.xlsx,2025-11-03T11:28:44.645188Z
735,doc_00735_email.txt,email,1150,SIT_SWIFT,TP,9,High,Finance,output/files\doc_00735_email.txt,1164.0,output\files\doc_00735_email.docx,output\files\doc_00735_email.pdf,output\files\doc_00735_email.eml,,2025-11-03T11:28:44.683989Z
736,doc_00736_chat.txt,chat,2149,SIT_CAN_SIN,TP,4,Medium,Tax;HR,output/files\doc_00736_chat.txt,2167.0,output\files\doc_00736_chat.docx,output\files\doc_00736_chat.pdf,,,2025-11-03T11:28:44.741159Z
737,doc_00737_pdf.txt,pdf,986,SIT_CAN_BANK;SIT_AUS_TFN;SIT_CAN_PHIN,TP;FP;TP,1;4;1,Low;Medium;Low,Tax;Finance;Healthcare,output/files\doc_00737_pdf.txt,1009.0,output\files\doc_00737_pdf.docx,output\files\doc_00737_pdf.pdf,,,2025-11-03T11:28:44.789128Z
738,doc_00738_email_with_attachment.txt,email_with_attachment,1343,SIT_CAN_DRIVER;SIT_CAN_HEALTH;SIT_AUS_DRIVER;SIT_AUS_PASSPORT,FP;FP;FP;FP,5;10;3;3,Medium;Medium;Medium;Medium,HR;Travel;Healthcare,output/files\doc_00738_email_with_attachment.txt,1352.0,output\files\doc_00738_email_with_attachment.docx,output\files\doc_00738_email_with_attachment.pdf,output\files\doc_00738_email_with_attachment.eml,output\files\doc_00738_email_with_attachment_attachment.xlsx,2025-11-03T11:28:44.887086Z
739,doc_00739_document.txt,document,765,SIT_AUS_BANK,FP,18,Medium,Finance,output/files\doc_00739_document.txt,780.0,output\files\doc_00739_document.docx,output\files\doc_00739_document.pdf,,,2025-11-03T11:28:44.933153Z
740,doc_00740_pdf.txt,pdf,1154,SIT_AZURE_SAS,FP,13,Medium,IP,output/files\doc_00740_pdf.txt,1161.0,output\files\doc_00740_pdf.docx,output\files\doc_00740_pdf.pdf,,,2025-11-03T11:28:44.983189Z
741,doc_00741_email_with_attachment.txt,email_with_attachment,3471,SIT_CAN_PASSPORT,TP,17,High,Travel,output/files\doc_00741_email_with_attachment.txt,3487.0,output\files\doc_00741_email_with_attachment.docx,output\files\doc_00741_email_with_attachment.pdf,output\files\doc_00741_email_with_attachment.eml,output\files\doc_00741_email_with_attachment_attachment.xlsx,2025-11-03T11:28:45.101627Z
742,doc_00742_chat.txt,chat,966,SIT_AUS_MEDACC;SIT_IBAN;SIT_BR_CPF;SIT_BR_RG,TP;FP;TP;FP,20;4;10;1,High;Medium;High;Low,Tax;HR;Finance;Healthcare,output/files\doc_00742_chat.txt,992.0,output\files\doc_00742_chat.docx,output\files\doc_00742_chat.pdf,,,2025-11-03T11:28:45.150151Z
743,doc_00743_pdf.txt,pdf,1055,SIT_UK_NINO;SIT_FR_INSEE;SIT_IP,FP;TP;TP,4;1;1,Medium;Low;Low,IP;Tax;HR;Healthcare,output/files\doc_00743_pdf.txt,1073.0,output\files\doc_00743_pdf.docx,output\files\doc_00743_pdf.pdf,,,2025-11-03T11:28:45.201260Z
744,doc_00744_pdf.txt,pdf,724,SIT_HEALTHCARE_TC;SIT_HEALTH_FORMS;SIT_TAX_TC,FP;FP;TP,6;6;1,Medium;Medium;Low,Tax;Healthcare,output/files\doc_00744_pdf.txt,726.0,output\files\doc_00744_pdf.docx,output\files\doc_00744_pdf.pdf,,,2025-11-03T11:28:45.245610Z
